order_id,order_date,ship_date,customer_id,customer_name,customer_segment,region,country,product_category,product_sub_category,channel,quantity,unit_price,discount_pct,shipping_cost,order_status,satisfaction_score,_flag_duplicate,_flag_dates,_flag_quantity,_flag_price,_flag_customer,_flag_geo,_flag_satisfaction
ORD-15612,2024-06-03,2024-06-05,CUST-0056,Reese Singh,Consumer,North America,Canada,Software,Support Plans,Retail,12,1072.76,0.24,104.52,Completed,2,,,,,,,
ORD-15613,2025-12-09,2025-12-23,CUST-0049,Reese Anderson,Enterprise,Asia Pacific,Australia,Software,Licenses,Direct Sales,38,180.55,0.31,104.95,Completed,5,,,,,,,
ORD-15614,2025-07-27,2025-08-09,CUST-0600,Sam Lee,Government,Latin America,Brazil,Services,Training,Online,22,1056.71,0.23,127.67,Completed,5,,,,,,,
ORD-15615,2024-11-27,2024-12-06,CUST-0686,Avery Johnson,SMB,Middle East,Saudi Arabia,Software,SaaS Subscriptions,Online,41,1847.9,0.19,107.43,Completed,5,,,,,,,
ORD-15616,2024-05-05,2024-05-18,CUST-0393,Riley Thomas,Enterprise,Middle East,Qatar,Furniture,Storage,Online,4,655.72,0.3,41.57,Completed,3,,,,,,,
ORD-15617,2023-07-10,2023-07-21,CUST-0616,Skyler Chen,Consumer,Europe,Germany,Office Supplies,Labels,Online,5,1995.96,0.07,61.36,Pending,5,,,,,,,
ORD-15618,2024-02-21,2024-02-24,CUST-0020,Pat Kim,SMB,Latin America,Argentina,Electronics,Laptops,Partner,24,262.06,0.29,147.49,Completed,,,,,,,,missing
ORD-15619,2025-09-26,2025-10-08,CUST-0035,Jordan Garcia,SMB,Asia Pacific,Singapore,Services,Installation,Online,-34,442.16,0.15,82.78,Completed,4,,,negative,,,,
ORD-15620,2024-08-23,2024-08-29,CUST-0799,Casey Young,Government,Middle East,UAE,Furniture,Chairs,Partner,29,1860.87,0.16,27.67,Completed,5,,,,,,,
ORD-15621,2024-12-14,2024-12-15,CUST-0049,Reese Anderson,Enterprise,Europe,United Kingdom,Furniture,Chairs,Partner,50,1243.54,0.15,148.22,Completed,,,,,,,,missing
ORD-15622,2023-04-23,2023-04-30,CUST-0673,Rowan Clark,SMB,North America,Canada,Electronics,Accessories,Online,10,1689.29,0.34,35.56,Returned,5,,,,,,,
ORD-15623,2025-02-24,2025-02-27,CUST-0487,Blake Nguyen,Consumer,Europe,United Kingdom,Electronics,Networking,Direct Sales,49,933.57,0.18,24.29,Completed,5,,,,,,,
ORD-15624,2024-08-06,2024-08-07,CUST-0292,Rowan Clark,Government,North America,Brazil,Software,Licenses,Online,42,0.0,0.09,117.13,Completed,5,,,,zero_unit_price,,region_country_mismatch,
ORD-15625,2024-03-04,2024-03-10,CUST-0736,Finley Lee,Enterprise,Latin America,Brazil,Furniture,Storage,Direct Sales,11,738.59,0.2,106.74,Completed,4,,,,,,,
ORD-15626,2025-08-15,2025-08-21,CUST-0077,Jordan Young,Enterprise,Europe,Spain,Furniture,Desks,Online,7,493.23,0.11,108.94,Returned,4,,,,,,,
ORD-15627,2023-05-12,2023-05-25,CUST-0216,Riley Hall,Consumer,Asia Pacific,Australia,Office Supplies,Paper,Partner,3,1442.92,0.26,119.0,Pending,,,,,,,,missing
ORD-15628,2024-03-28,2024-03-30,CUST-0023,Skyler Anderson,SMB,North America,United States,Office Supplies,Labels,Online,48,1456.26,0.05,136.13,Completed,5,,,,,,,
ORD-15629,2024-04-01,2024-04-08,CUST-0485,Pat Hall,SMB,Europe,France,Services,Training,Partner,11,697.13,0.22,92.94,Completed,,,,,,,,missing
ORD-15630,2024-03-16,2024-03-18,CUST-0643,Drew Young,Consumer,Asia Pacific,Singapore,Electronics,Monitors,Online,34,1932.61,0.01,13.07,Completed,5,,,,,,,
ORD-15631,2025-04-27,2025-05-01,CUST-0765,Jamie Young,Government,Latin America,Argentina,Furniture,Desks,Online,48,1445.99,0.19,26.28,Completed,3,,,,,,,
ORD-15632,2023-09-22,2023-10-01,CUST-0108,Dakota Chen,SMB,Europe,United Kingdom,Services,Installation,Online,12,895.17,0.26,68.24,Completed,4,,,,,,,
ORD-15633,2025-07-15,2025-07-26,CUST-0555,Dakota Johnson,SMB,Latin America,Colombia,Software,Licenses,Retail,22,1284.52,0.02,20.32,Completed,3,,,,,,,
ORD-15634,2023-04-01,2023-04-10,CUST-0644,Taylor Singh,Government,Latin America,Brazil,Furniture,Lighting,Partner,20,904.29,0.02,73.99,Completed,3,,,,,,,
ORD-15635,2023-02-08,2023-02-17,CUST-0523,Sage Kim,SMB,Europe,France,Electronics,Laptops,Online,46,309.71,0.25,6.69,Returned,3,,,,,,,
ORD-15636,2024-09-13,2024-09-16,CUST-0385,Taylor Young,SMB,Latin America,Colombia,Services,Consulting,Partner,4,549.54,0.03,21.7,Completed,2,,,,,,,
ORD-15637,2024-06-24,2024-07-02,CUST-0223,Sam Brown,Government,Latin America,Brazil,Services,Training,Partner,35,361.65,0.22,48.2,Completed,2,,,,,,,
ORD-15638,2024-12-18,2024-12-28,CUST-0694,Skyler Johnson,SMB,Europe,United Kingdom,Services,Training,Partner,45,1986.6,0.26,42.37,Completed,4,,,,,,,
ORD-15639,2023-05-20,2023-05-26,CUST-0171,Avery Thomas,Government,Middle East,Qatar,Services,Installation,Direct Sales,14,1711.72,0.21,28.55,Completed,5,,,,,,,
ORD-15640,2023-01-03,2023-01-07,CUST-0754,Rowan Johnson,Government,Middle East,Qatar,Software,SaaS Subscriptions,Online,19,1185.08,0.1,22.65,Returned,4,,,,,,,
ORD-15641,2025-11-05,2025-11-13,CUST-0737,Jamie Kim,Enterprise,Middle East,Saudi Arabia,Software,Licenses,Partner,31,439.68,0.06,66.16,Completed,4,,,,,,,
ORD-15642,2024-03-20,2024-03-22,CUST-0409,Jamie Patel,Government,Asia Pacific,Japan,Services,Training,Online,30,1364.77,0.11,76.83,Completed,4,,,,,,,
ORD-15643,2025-01-24,2025-02-06,CUST-0080,Quinn Singh,Enterprise,North America,Canada,Furniture,Lighting,Partner,14,1295.53,0.08,131.04,Completed,4,,,,,,,
ORD-15644,2025-06-28,2025-07-12,CUST-0139,Blake King,SMB,Europe,Germany,Office Supplies,Labels,Direct Sales,2,945.89,0.15,10.76,Completed,4,,,,,,,
ORD-15645,2023-06-19,2023-06-28,CUST-0181,Blake King,Enterprise,Latin America,Argentina,Office Supplies,Pens,Direct Sales,19,793.29,0.27,125.96,Completed,4,,,,,,,
ORD-15646,2025-06-13,2025-06-15,CUST-0145,Jamie Patel,Government,Europe,France,Electronics,Laptops,Direct Sales,1,1107.1,0.14,37.75,Completed,5,,,,,,,
ORD-15647,2023-08-11,2023-08-24,CUST-0550,Riley Martinez,Enterprise,Asia Pacific,Japan,Furniture,Storage,Retail,33,1072.48,0.2,1.37,Returned,,,,,,,,out_of_range(99)
ORD-15648,2024-10-12,2024-10-13,CUST-0344,Finley Kim,Consumer,Middle East,Saudi Arabia,Office Supplies,Binders,Partner,39,802.31,0.27,100.99,Completed,2,,,,,,,
ORD-15649,2025-06-11,2025-06-22,CUST-0228,Robin Young,SMB,North America,Mexico,Electronics,Laptops,Direct Sales,36,1478.27,0.02,52.89,Completed,3,,,,,,,
ORD-15650,2024-08-05,2024-08-19,CUST-0160,Pat Nguyen,SMB,Asia Pacific,India,Office Supplies,Pens,Retail,6,445.68,0.13,132.81,Completed,4,,,,,,,
ORD-15651,2023-02-26,2023-03-06,CUST-0625,Sam Anderson,Government,Asia Pacific,Singapore,Electronics,Networking,Direct Sales,8,1617.68,0.15,19.43,Completed,2,,,,,,,
ORD-15652,2024-12-20,2024-12-25,CUST-0789,Sam Wilson,Consumer,North America,Mexico,Furniture,Desks,Online,34,674.37,0.27,88.03,Returned,4,,,,,,,
ORD-15653,2025-10-03,2025-10-09,CUST-0243,Reese Smith,SMB,North America,Canada,Software,Support Plans,Online,34,152.08,0.5,100.17,Completed,4,,,,,,,
ORD-15654,2024-04-26,2024-05-08,CUST-0441,Finley Clark,Consumer,Europe,Spain,Software,SaaS Subscriptions,Direct Sales,13,737.21,0.07,54.53,Returned,5,,,,,,,
ORD-15655,2024-08-23,2024-09-06,CUST-0672,Skyler Kim,Consumer,Latin America,Colombia,Electronics,Monitors,Retail,36,967.66,0.03,104.88,Completed,,,,,,,,missing
ORD-15656,2023-07-23,2023-07-30,CUST-0697,Reese Johnson,Enterprise,Europe,Germany,Furniture,Lighting,Partner,11,698.67,0.27,112.33,Completed,4,,,,,,,
ORD-15657,2025-08-08,2025-08-14,CUST-0410,Blake Nguyen,Enterprise,Asia Pacific,Australia,Furniture,Lighting,Retail,26,1390.21,0.25,87.34,Completed,5,,,,,,,
ORD-15658,2024-11-21,2024-12-01,CUST-0063,Taylor Johnson,Consumer,North America,United States,Furniture,Storage,Retail,4,938.81,0.06,26.89,Completed,4,,,,,,,
ORD-15659,2024-09-19,2024-10-02,CUST-0656,Finley Chen,Government,Middle East,UAE,Software,Support Plans,Online,49,1404.88,0.21,19.25,Completed,4,,,,,,,
ORD-15660,2025-07-02,2027-07-24,CUST-0461,Sam Brown,Enterprise,North America,Mexico,Software,Support Plans,Partner,28,678.98,0.16,9.43,Completed,4,,ship_date_far_future,,,,,
ORD-14796,2025-12-04,2025-12-18,CUST-0392,Finley Patel,Enterprise,Asia Pacific,Japan,Furniture,Chairs,Retail,15,588.08,0.03,74.97,Completed,5,duplicate_of_ORD-14796,,,,,,
ORD-15662,2025-05-04,2025-05-10,CUST-0305,Taylor Thomas,Government,Latin America,Brazil,Electronics,Networking,Retail,42,659.44,0.15,75.86,Completed,3,,,,,,,
ORD-15663,2025-01-07,2025-01-19,CUST-0683,Quinn Young,Consumer,North America,Canada,Office Supplies,Labels,Direct Sales,-1,1694.34,0.04,66.62,Completed,3,,,negative,,,,
ORD-10273,2024-08-20,2024-08-22,CUST-0419,Rowan Chen,Consumer,Europe,United Kingdom,Services,Consulting,Partner,46,634.5,0.28,37.58,Cancelled,4,duplicate_of_ORD-10273,,,,,,
ORD-15665,2025-08-14,2025-08-28,CUST-0756,Jordan Singh,Government,Middle East,Qatar,Electronics,Accessories,Online,6,1920.91,0.16,3.08,Completed,5,,,,,,,
ORD-15666,2023-07-30,2023-08-12,CUST-0030,Pat Martinez,Consumer,Asia Pacific,Australia,Office Supplies,Binders,Online,41,1426.27,0.17,84.06,Completed,3,,,,,,,
ORD-15667,2023-11-15,2023-11-29,CUST-0366,Alex Wright,Consumer,North America,United States,Office Supplies,Paper,Retail,2,847.68,0.31,140.78,Cancelled,3,,,,,,,
ORD-15668,2025-03-24,2025-03-29,CUST-0779,Taylor Wilson,SMB,Europe,France,Furniture,Storage,Retail,1,1770.85,0.25,118.58,Completed,5,,,,,,,
ORD-15669,2025-09-03,2025-09-17,CUST-0480,Sam Wright,Government,North America,Canada,Furniture,Chairs,Retail,14,1900.25,0.07,35.8,Completed,1,,,,,,,
ORD-15670,2023-05-12,2023-05-13,CUST-0707,Jamie Hall,Consumer,Latin America,Argentina,Office Supplies,Pens,Partner,1,108.71,0.34,32.97,Returned,5,,,,,,,
ORD-15671,2023-06-25,2027-08-25,CUST-0568,Pat Kim,Government,Asia Pacific,India,Electronics,Networking,Direct Sales,4,373.09,0.29,131.9,Completed,5,,ship_date_far_future,,,,,
ORD-15672,2023-02-24,2023-03-04,CUST-0639,Morgan Nguyen,SMB,Middle East,UAE,Electronics,Laptops,Retail,-18,1245.27,0.02,8.34,Completed,5,,,negative,,,,
ORD-15673,2024-02-19,2024-02-23,CUST-0690,Skyler Brown,Government,Middle East,Saudi Arabia,Electronics,Laptops,Online,9,0.0,0.28,86.48,Completed,4,,,,zero_unit_price,,,
ORD-15674,2025-09-25,2025-10-07,CUST-0753,Quinn Lee,Enterprise,Asia Pacific,Australia,Electronics,Laptops,Direct Sales,50,687.98,0.01,122.83,Completed,4,,,,,,,
ORD-15675,2024-07-17,2024-07-20,CUST-0546,Drew Anderson,Enterprise,Latin America,Argentina,Services,Training,Partner,2,1134.17,0.06,62.62,Completed,4,,,,,,,
ORD-15676,2024-10-13,2024-10-19,CUST-0399,Pat Smith,Enterprise,Asia Pacific,Japan,Software,Licenses,Direct Sales,15,362.16,0.03,14.55,Pending,4,,,,,,,
ORD-15677,2024-01-27,2024-02-07,CUST-0765,Jamie Young,Government,North America,Mexico,Software,Support Plans,Partner,5,1469.7,0.11,79.54,Completed,4,,,,,,,
ORD-15678,2025-03-06,2025-03-20,CUST-0178,Jamie Nguyen,Consumer,Latin America,Brazil,Electronics,Networking,Retail,7,1556.23,0.07,108.42,Returned,4,,,,,,,
ORD-15679,2024-12-21,2024-12-26,CUST-0685,Morgan Wright,SMB,Asia Pacific,Japan,Furniture,Lighting,Retail,17,1119.91,0.15,82.66,Pending,5,,,,,,,
ORD-15680,2025-02-04,2025-02-13,CUST-0769,Blake Brown,Government,Europe,Spain,Software,SaaS Subscriptions,Partner,42,182.22,0.28,86.86,Completed,3,,,,,,,
ORD-15681,2023-09-10,2023-09-11,CUST-0197,Robin Smith,Enterprise,Latin America,Brazil,Electronics,Laptops,Retail,2,1506.59,0.01,106.52,Completed,4,,,,,,,
ORD-15682,2023-08-12,2023-08-17,CUST-0335,Finley Martinez,SMB,Latin America,Colombia,Furniture,Storage,Partner,14,1395.5,0.3,113.92,Completed,2,,,,,,,
ORD-15683,2025-06-27,2025-07-01,CUST-0384,Casey King,SMB,Middle East,UAE,Furniture,Chairs,Direct Sales,45,550.54,0.18,116.63,Completed,5,,,,,,,
ORD-15684,2024-05-07,2024-05-15,CUST-0324,Rowan Lee,SMB,North America,Mexico,Software,Support Plans,Retail,15,32.62,0.3,19.43,Returned,3,,,,,,,
ORD-15685,2025-08-02,2025-08-06,CUST-0094,Dakota Wilson,Consumer,Middle East,UAE,Electronics,Monitors,Online,11,1410.75,0.28,131.16,Returned,4,,,,,,,
ORD-15686,2025-02-26,2025-03-12,CUST-0686,Avery Johnson,SMB,Latin America,Colombia,Software,Support Plans,Online,45,348.54,0.21,34.48,Returned,3,,,,,,,
ORD-15687,2024-08-13,2024-08-19,CUST-0460,Reese Patel,SMB,Middle East,Saudi Arabia,Services,Installation,Retail,12,736.01,0.11,99.17,Returned,4,,,,,,,
ORD-15688,2025-05-11,2025-05-16,CUST-0684,Skyler Thomas,SMB,Europe,Germany,Services,Consulting,Direct Sales,14,1360.95,0.23,32.52,Completed,3,,,,,,,
ORD-15689,2023-01-03,2023-01-04,CUST-0780,Robin Wilson,Consumer,Europe,Spain,Office Supplies,Paper,Direct Sales,9,741.27,0.23,18.34,Completed,3,,,,,,,
ORD-15690,2023-06-02,2023-06-06,CUST-0524,Blake Lee,Consumer,Europe,Spain,Services,Training,Online,48,1028.07,0.16,144.28,Returned,5,,,,,,,
ORD-15691,2025-04-12,2025-04-20,CUST-0670,,Consumer,Middle East,UAE,Electronics,Networking,Direct Sales,1,1166.41,0.1,84.64,Completed,3,,,,,missing_name,,
ORD-15692,2023-12-19,2023-12-28,CUST-0429,Taylor Martinez,Enterprise,Europe,Spain,Office Supplies,Pens,Retail,5,0.0,0.33,59.34,Completed,4,,,,zero_unit_price,,,
ORD-15693,2023-01-19,2023-02-01,CUST-0555,Dakota Johnson,SMB,North America,Mexico,Software,Licenses,Retail,47,1216.93,0.27,107.55,Completed,3,,,,,,,
ORD-15694,2023-01-21,2023-01-27,CUST-0730,Taylor Hall,Government,Europe,United Kingdom,Office Supplies,Labels,Direct Sales,20,1707.86,0.16,73.84,Completed,3,,,,,,,
ORD-15695,2023-06-22,2023-06-23,CUST-0250,Robin Garcia,Enterprise,Asia Pacific,Singapore,Furniture,Desks,Partner,13,1286.03,0.2,20.92,Completed,3,,,,,,,
ORD-15696,2024-10-19,2024-10-12,CUST-0582,Robin Hall,Government,Middle East,UAE,Services,Training,Retail,-6,1194.85,0.15,14.43,Completed,4,,ship_before_order,negative,,,,
ORD-15697,2025-02-27,2025-03-07,CUST-0765,Jamie Young,Government,Europe,Spain,Services,Installation,Online,22,32.01,0.0,94.98,Completed,5,,,,,,,
ORD-15698,2024-09-01,2027-11-20,CUST-0354,Jamie Brown,SMB,Latin America,Argentina,Services,Installation,Direct Sales,14,461.96,0.42,83.63,Completed,4,,ship_date_far_future,,,,,
ORD-15699,2024-09-09,2024-09-21,CUST-0164,Riley Hall,Government,Asia Pacific,Singapore,Electronics,Laptops,Partner,36,948.43,0.09,133.73,Completed,5,,,,,,,
ORD-15700,2025-12-29,2026-01-03,CUST-0708,Taylor Singh,Enterprise,North America,Mexico,Services,Installation,Online,49,1603.53,0.25,131.58,Returned,4,,,,,,,
ORD-15701,2024-08-07,2024-08-16,CUST-0392,Finley Patel,Enterprise,Europe,United Kingdom,Furniture,Desks,Online,32,1317.05,0.17,92.7,Completed,4,,,,,,,
ORD-15702,2023-06-12,2023-06-23,CUST-0711,Dakota Singh,SMB,Middle East,Saudi Arabia,Software,Support Plans,Online,35,390.62,0.35,70.07,Pending,4,,,,,,,
ORD-15703,2024-01-11,2024-01-17,CUST-0264,,Consumer,Middle East,Saudi Arabia,Office Supplies,Paper,Retail,37,282.27,0.06,76.5,Completed,3,,,,,missing_name,,
ORD-15704,2025-12-28,2026-01-03,CUST-0260,Quinn Thomas,Enterprise,Europe,United Kingdom,Services,Installation,Partner,25,775.73,0.23,87.44,Completed,4,,,,,,,
ORD-15705,2024-03-04,2024-03-07,CUST-0483,Taylor Hall,SMB,North America,Mexico,Software,SaaS Subscriptions,Retail,11,1221.03,0.16,53.42,Completed,1,,,,,,,
ORD-15706,2024-03-26,2024-04-06,CUST-0342,Quinn Singh,Government,Latin America,Brazil,Electronics,Monitors,Retail,40,934.27,0.3,4.77,Completed,4,,,,,,,
ORD-15707,2025-11-02,2025-11-11,CUST-0220,Dakota Lopez,SMB,North America,Canada,Office Supplies,Pens,Retail,35,439.36,0.19,39.37,Pending,5,,,,,,,
ORD-15708,2024-05-12,2024-05-18,CUST-0125,Jamie Anderson,Consumer,North America,Canada,Electronics,Monitors,Partner,23,600.44,0.24,52.71,Pending,5,,,,,,,
ORD-15709,2023-02-08,2023-02-20,CUST-0187,Blake Patel,Government,North America,Mexico,Office Supplies,Paper,Retail,4,1170.63,0.16,112.09,Completed,4,,,,,,,
ORD-15710,2024-10-26,2024-11-02,CUST-0149,Blake Young,Enterprise,Middle East,Saudi Arabia,Electronics,Networking,Direct Sales,50,152.62,0.16,19.14,Completed,3,,,,,,,
ORD-15711,2023-06-18,2023-06-19,CUST-0022,Dakota Lee,SMB,North America,Mexico,Electronics,Laptops,Direct Sales,10,908.4,0.08,76.31,Completed,3,,,,,,,
ORD-15712,2025-06-02,2025-06-11,CUST-0379,Drew Young,Consumer,Europe,United Kingdom,Electronics,Accessories,Direct Sales,19,749.91,0.13,115.54,Returned,,,,,,,,missing
ORD-15713,2025-01-29,2025-02-10,CUST-0361,Taylor Singh,Enterprise,Europe,Spain,Office Supplies,Paper,Direct Sales,20,178.82,0.14,7.18,Completed,3,,,,,,,
ORD-15714,2023-07-06,2023-07-19,CUST-0758,Jordan Martinez,Consumer,Asia Pacific,Australia,Electronics,Monitors,Partner,3,1085.39,0.04,24.58,Completed,4,,,,,,,
ORD-15715,2023-12-10,2023-12-23,CUST-0469,Finley Wright,Consumer,North America,United States,Electronics,Monitors,Partner,4,5.55,0.03,145.96,Completed,3,,,,,,,
ORD-15716,2024-01-11,2024-01-19,CUST-0520,Jamie Lee,SMB,Latin America,Argentina,Furniture,Lighting,Online,49,734.74,0.1,37.87,Completed,4,,,,,,,
ORD-15717,2024-02-06,2024-02-07,CUST-0604,Morgan Hall,SMB,North America,Mexico,Furniture,Desks,Direct Sales,10,1764.09,0.19,68.38,Completed,4,,,,,,,
ORD-11307,2023-05-09,2023-05-10,CUST-0720,Casey Lopez,Consumer,North America,Canada,Software,Licenses,Retail,38,1199.35,0.1,149.3,Pending,3,duplicate_of_ORD-11307,,,,,,
ORD-15719,2023-08-03,2023-08-13,CUST-0087,Finley Clark,SMB,North America,Canada,Software,SaaS Subscriptions,Partner,20,766.79,0.24,123.4,Completed,5,,,,,,,
ORD-15720,2023-02-26,2023-03-01,CUST-0654,Riley Singh,Consumer,Latin America,Argentina,Software,Support Plans,Retail,31,1180.93,0.14,26.99,Completed,2,,,,,,,
ORD-15721,2023-12-25,2024-01-02,CUST-0635,Avery Wilson,Consumer,Latin America,Argentina,Electronics,Laptops,Direct Sales,12,1551.12,0.25,42.29,Cancelled,2,,,,,,,
ORD-15722,2023-12-26,2024-01-09,CUST-0405,Blake Wright,Consumer,North America,Mexico,Electronics,Laptops,Retail,10,1233.17,0.26,35.76,Pending,4,,,,,,,
ORD-15723,2023-05-31,2023-06-01,CUST-0728,Riley Patel,Government,Latin America,Argentina,Software,Support Plans,Partner,19,1418.4,0.32,65.26,Pending,,,,,,,,missing
ORD-15724,2025-07-13,2025-07-20,CUST-0263,Alex Nguyen,Government,Middle East,UAE,Office Supplies,Binders,Partner,21,1881.7,0.45,119.06,Completed,4,,,,,,,
ORD-15725,2024-08-19,2024-08-31,CUST-0397,Pat Hall,SMB,Asia Pacific,Singapore,Furniture,Chairs,Partner,42,1237.92,0.02,81.1,Completed,5,,,,,,,
ORD-15726,2023-03-27,2023-04-08,CUST-0119,Reese Kim,Enterprise,Latin America,Argentina,Office Supplies,Pens,Retail,46,267.38,0.33,93.82,Completed,4,,,,,,,
ORD-15727,2023-04-17,2023-05-01,CUST-0249,Riley Johnson,Consumer,North America,United States,Software,SaaS Subscriptions,Partner,26,1531.93,0.08,97.4,Completed,2,,,,,,,
ORD-15728,2024-06-04,2024-06-18,CUST-0182,Finley Singh,Government,Europe,Germany,Services,Consulting,Partner,36,460.21,0.15,114.33,Completed,4,,,,,,,
ORD-15729,2024-01-21,2024-01-30,CUST-0170,Robin Lopez,Consumer,Latin America,Argentina,Office Supplies,Labels,Direct Sales,28,106.57,0.25,61.25,Completed,3,,,,,,,
ORD-15730,2024-10-19,2024-10-29,CUST-0466,Rowan Martinez,Enterprise,Latin America,Brazil,Software,Licenses,Partner,-47,1859.99,0.26,53.68,Returned,,,,negative,,,,missing
ORD-15731,2024-04-07,2024-04-15,CUST-0452,Taylor Patel,Government,Middle East,Saudi Arabia,Furniture,Chairs,Online,6,424.3,0.17,57.49,Completed,4,,,,,,,
ORD-15732,2025-11-05,2025-11-19,CUST-0089,,Enterprise,Middle East,Saudi Arabia,Furniture,Storage,Online,26,135.06,0.11,10.51,Returned,4,,,,,missing_name,,
ORD-15733,2023-08-11,2023-08-17,CUST-0031,Casey Anderson,Consumer,Middle East,UAE,Furniture,Lighting,Direct Sales,44,997.7,0.32,47.01,Completed,5,,,,,,,
ORD-15734,2024-12-25,2024-12-26,CUST-0774,Blake Anderson,Consumer,Latin America,Argentina,Office Supplies,Pens,Online,34,1813.6,0.19,137.05,Completed,1,,,,,,,
ORD-15735,2025-04-30,2025-05-10,CUST-0780,Robin Wilson,Consumer,Latin America,Colombia,Electronics,Laptops,Partner,39,1679.57,0.08,149.14,Pending,5,,,,,,,
ORD-15736,2024-03-17,2024-03-20,CUST-0383,Jordan Patel,SMB,Latin America,Brazil,Software,Support Plans,Direct Sales,2,68.61,0.03,138.68,Cancelled,5,,,,,,,
ORD-15737,2023-10-12,2023-10-26,CUST-0029,Quinn Clark,Government,Asia Pacific,Spain,Office Supplies,Paper,Online,22,560.29,0.29,97.26,Completed,3,,,,,,region_country_mismatch,
ORD-15738,2023-10-05,2023-10-09,CUST-0194,Quinn Lopez,Consumer,Middle East,UAE,Electronics,Accessories,Retail,50,1913.43,0.19,25.45,Completed,4,,,,,,,
ORD-15739,2024-08-01,2024-08-07,CUST-0164,Riley Hall,Government,North America,Mexico,Software,Licenses,Online,46,409.12,0.16,44.22,Pending,4,,,,,,,
ORD-15740,2025-05-20,2025-05-31,CUST-0756,Jordan Singh,Government,Middle East,Qatar,Furniture,Chairs,Partner,15,607.74,0.34,4.63,Completed,4,,,,,,,
ORD-15741,2024-12-09,2024-12-10,CUST-0382,Taylor Wilson,Enterprise,North America,Mexico,Office Supplies,Paper,Online,21,470.27,0.15,49.14,Completed,5,,,,,,,
ORD-15742,2025-08-30,2025-09-12,CUST-0598,,Government,Europe,France,Office Supplies,Labels,Online,39,287.85,0.09,65.93,Completed,4,,,,,missing_name,,
ORD-15743,2023-04-13,2023-04-19,CUST-0693,Jordan Lee,SMB,Latin America,Argentina,Software,Licenses,Retail,-21,1631.97,0.07,2.88,Completed,4,,,negative,,,,
ORD-15744,2025-09-15,2025-09-23,CUST-0717,Sage Chen,Enterprise,Latin America,Colombia,Furniture,Storage,Direct Sales,43,401.74,0.26,113.6,Completed,5,,,,,,,
ORD-15745,2025-05-09,2025-05-19,CUST-0158,Alex Johnson,SMB,Europe,United Kingdom,Office Supplies,Labels,Retail,14,1612.84,0.29,30.6,Returned,5,,,,,,,
ORD-15746,2023-08-15,2023-08-23,CUST-0695,Jamie Brown,Enterprise,Europe,France,Office Supplies,Labels,Partner,49,211.68,0.31,75.53,Completed,1,,,,,,,
ORD-15747,2023-06-15,2023-06-16,CUST-0511,Drew King,Government,North America,United States,Office Supplies,Paper,Online,7,424.02,0.12,2.93,Completed,5,,,,,,,
ORD-15748,2025-03-19,2025-03-23,CUST-0414,Taylor Lee,Government,Latin America,Colombia,Software,Support Plans,Direct Sales,3,1384.93,0.3,123.05,Completed,5,,,,,,,
ORD-15749,2023-09-26,2023-09-27,CUST-0614,,Government,Europe,Germany,Electronics,Networking,Online,28,1572.33,0.24,126.81,Completed,5,,,,,missing_name,,
ORD-15750,2023-09-15,2023-09-24,CUST-0017,Taylor Johnson,SMB,Asia Pacific,India,Electronics,Accessories,Online,23,242.18,0.12,94.38,Completed,4,,,,,,,
ORD-15751,2023-01-25,2023-02-07,CUST-0783,Avery Wright,SMB,Middle East,Qatar,Office Supplies,Labels,Online,11,1012.36,0.06,148.72,Returned,4,,,,,,,
ORD-15752,2023-02-02,2023-02-09,CUST-0638,Reese Young,Enterprise,Latin America,Brazil,Services,Installation,Online,43,1155.49,0.23,75.15,Completed,5,,,,,,,
ORD-15753,2023-10-06,2023-10-16,CUST-0630,Riley Patel,Consumer,Europe,United Kingdom,Electronics,Laptops,Partner,24,1997.55,0.35,125.36,Returned,5,,,,,,,
ORD-15754,2024-07-24,2024-08-03,CUST-0768,,Consumer,Europe,United Kingdom,Services,Training,Partner,-1,869.27,0.35,96.05,Completed,4,,,negative,,missing_name,,
ORD-15755,2024-05-01,2024-05-03,CUST-0256,Sage Singh,Government,North America,United States,Electronics,Accessories,Direct Sales,33,432.49,0.26,4.17,Completed,4,,,,,,,
ORD-15756,2025-03-17,2025-03-30,CUST-0509,Avery Young,SMB,North America,United States,Furniture,Storage,Direct Sales,16,1365.22,0.16,85.04,Cancelled,5,,,,,,,
ORD-15757,2024-11-23,2024-12-02,CUST-0634,,Government,North America,United States,Furniture,Chairs,Online,40,126.51,0.32,111.48,Completed,4,,,,,missing_name,,
ORD-15758,2024-11-24,2024-12-06,CUST-0570,Dakota Johnson,Enterprise,Europe,United Kingdom,Software,Support Plans,Online,23,178.88,0.2,44.52,Completed,2,,,,,,,
ORD-15759,2025-03-31,2025-04-09,CUST-0563,,SMB,Europe,Germany,Services,Installation,Online,44,284.04,0.02,113.81,Returned,5,,,,,missing_name,,
ORD-15760,2024-10-11,2024-10-15,CUST-0277,Alex Lee,SMB,North America,Mexico,Electronics,Monitors,Direct Sales,7,671.37,0.24,116.98,Completed,,,,,,,,out_of_range(6)
ORD-15761,2024-07-23,2024-08-05,CUST-0720,Casey Lopez,Consumer,Asia Pacific,Singapore,Electronics,Accessories,Retail,7,1142.03,0.17,87.35,Completed,3,,,,,,,
